folder_name,gps_speed,ground_truth_dist,predicted_dist_raw,predicted_dist_filtered
20260212043707_168,0.04,0.8636011233157143,830.5707435262224,830.5707435262224
20260212043707_585,0.04,0.863756583490578,826.4989699904701,826.4989699904701
20260212043708_002,0.04,0.8637852767411001,827.0072298986503,827.0072298986503
20260212043708_417,0.11,0.863961670556266,827.3471832191138,827.3471832191138
20260212043708_830,0.11,0.8632640987765146,829.5525376135876,827.3471832191138
20260212043709_257,0.05,0.8628450281265003,828.7040042374421,828.7040042374421
20260212043709_700,0.05,0.8630948365520061,835.99895815128,829.5525376135876
20260212043723_007,0.06,0.8636567065546478,850.772448858502,850.772448858502
20260212043723_422,0.08,0.8639057230375702,833.8075714280247,833.8075714280247
20260212043723_838,0.08,0.8637466091891928,825.4952614447598,825.4952614447598
20260212043724_254,0.07,0.8630107744065783,818.1861642655441,818.1861642655441
20260212043724_671,0.07,0.8624254589214064,830.2307874591692,830.2307874591692
20260212043725_084,0.07,0.8630697166562913,834.4718519639667,834.4718519639667
20260212043725_497,0.09,0.8645339386088771,833.7932816431992,833.7932816431992
20260212043725_909,0.09,0.8636916328904629,832.9447469563166,832.9447469563166
20260212043726_323,0.11,0.8642906896825434,820.2365661744781,832.9447469563166
20260212043726_737,0.11,0.8625075149251444,813.7754571805548,813.7754571805548
20260212043727_172,0.19,0.8627919250558735,796.995116419379,796.995116419379
20260212043727_591,0.19,0.8628647512863179,414.95318321877414,796.995116419379
20260212043728_006,0.19,0.8636882323220051,850.603131912892,850.603131912892
20260212043728_422,0.18,0.864,816.3344015766922,816.3344015766922
20260212043728_861,0.18,0.8653053687500001,835.6743174716605,835.6743174716605
20260212043729_276,0.12,0.8663071118929688,802.2551167358209,802.2551167358209
20260212043729_716,0.12,0.8663118406036066,822.7812504542334,822.7812504542334
20260212043730_096,0.12,0.8626781654967475,878.2553677529003,878.2553677529003
20260212043730_509,0.07,0.8640123661995442,774.7718668983848,774.7718668983848
20260212043730_924,0.07,0.8647287710675498,831.2648743198298,831.2648743198298
20260212043731_338,0.13,0.8666037637544258,831.0942360269732,831.0942360269732
20260212043731_750,0.13,0.8683282631036884,819.7279747871678,831.0942360269732
20260212043732_169,0.09,0.8680901492548504,819.8972749371773,819.8972749371773
20260212043732_585,0.09,0.8669924734554237,835.3353782806321,819.8972749371773
20260212043733_001,0.09,0.8687304330226957,824.8176641372853,824.8176641372853
20260212043733_414,0.19,0.8684998451688578,836.3375972494176,836.3375972494176
20260212043733_829,0.19,0.8680690199794976,833.7946286637385,833.7946286637385
20260212043734_244,0.12,0.8681601954977152,832.0978786629489,832.0978786629489
20260212043734_659,0.12,0.86702286868856,831.9282358742307,831.9282358742307
20260212043735_075,0.12,0.8661825884538372,832.6068070291037,832.6068070291037
20260212043735_511,0.27,0.866050143354135,827.1785573477903,831.9282358742307
20260212043735_922,0.27,0.8665912706186294,827.3482002020453,827.3482002020453
20260212043736_336,0.16,0.8676524142508667,814.9639570024071,827.1785573477903
20260212043736_751,0.16,0.8679045442636442,835.3214143520343,835.3214143520343
20260212043737_167,0.53,0.8674054605544621,876.0353609409723,876.0353609409723
20260212043737_583,0.53,0.8669634746047692,874.8478614199446,874.8478614199446
20260212043738_002,0.53,0.8675674692133347,871.7946280168774,871.7946280168774
20260212043738_449,0.04,0.8682981655512627,829.7232001616164,871.7946280168774
20260212043738_870,0.04,0.8677318837145155,824.633914533964,824.633914533964
20260212043739_286,0.04,0.8678915020673144,866.0267709722045,829.7232001616164
20260212043739_706,0.04,0.8677969537552361,826.1616867305571,826.1616867305571
20260212043740_123,0.04,0.8695971134250318,820.5628030335752,820.5628030335752
20260212043740_543,0.06,0.8699280822283271,822.4288751512864,822.4288751512864
20260212043740_958,0.06,0.8688794995819542,818.8657411429266,818.8657411429266
20260212043741_371,0.01,0.8700169075726942,863.4821281583781,822.4288751512864
20260212043741_787,0.01,0.8675639118573983,826.3303430765147,826.3303430765147
20260212043742_200,0.02,0.867154864293838,824.1259700486747,824.1259700486747
20260212043742_617,0.02,0.8670425296066954,827.3485198252524,827.3485198252524
20260212043743_034,0.02,0.8673575918006051,846.5181697617409,827.3485198252524
20260212043743_449,0.01,0.8674735786482412,820.2232003233318,820.2232003233318
